,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
1614,"I wonder whose blood that is, it doesn't look like his. Dude is traumatized regardless. Especially if someone was killed on him.",He was able to fight off his attacker.,,"I wonder whose blood that is, it doesn't look like his. Dude is traumatized regardless. Especially if someone was killed on him.",,He was able to fight off his attacker.
1615,The poor guy needs a paramedic.,"Looks like he was shot, but it's good he is still alive from whatever violence he just went through.",,The poor guy needs a paramedic.,,"Looks like he was shot, but it's good he is still alive from whatever violence he just went through."
1616,This guy looks like he got into a fight and is angry. I would feel bad for him but i feel like maybe he did something to deserve it.,Maybe this was an actor with make up on instead of real blood.,,This guy looks like he got into a fight and is angry. I would feel bad for him but i feel like maybe he did something to deserve it.,,Maybe this was an actor with make up on instead of real blood.
1617,It looks like an actor in a horror house idk it was my first thought not real,Another survivor of a mass casualty. Anyone who can walk is in better luck,,It looks like an actor in a horror house idk it was my first thought not real,,Another survivor of a mass casualty. Anyone who can walk is in better luck
1618,He's lost a lot of blood and he looks quite angry,He is an actor in a movie and is made up for the part,,He's lost a lot of blood and he looks quite angry,,He is an actor in a movie and is made up for the part
1619,This person looks traumatized or psychotic and I'm curious whether it's his blood or someone elses,He just escaped a dangerous situation and happy to be safe,,This person looks traumatized or psychotic and I'm curious whether it's his blood or someone elses,,He just escaped a dangerous situation and happy to be safe
1620,"scary injury, I wonder if he was in an accident or attacked or something. he looks dist","This man is alive after something bad happened and that is a positive, at least he lived.",,"scary injury, I wonder if he was in an accident or attacked or something. he looks dist",,"This man is alive after something bad happened and that is a positive, at least he lived."
1621,Yikes! It looks violent whatever happened.,Not a fatal injury,,Yikes! It looks violent whatever happened.,,Not a fatal injury
1622,Gross. Not sure if it is real or just a scene from a scary movie,I hope that's paint and not blood!,,Gross. Not sure if it is real or just a scene from a scary movie,,I hope that's paint and not blood!
1623,My stomach turns at the site of all of this blood.,He is alive even though he was in a traumatic even,,My stomach turns at the site of all of this blood.,,He is alive even though he was in a traumatic even
1624,After saw this image I feel very afraid. It reminds me a fearful situation,He was hurt badly but hes lucky he didn't die.,,After saw this image I feel very afraid. It reminds me a fearful situation,,He was hurt badly but hes lucky he didn't die.
1625,"I feel scared to look at this. Not sure what has happened to this man, but I feel anger radiating from it",This guy participated in an activity to help his commnity,,"I feel scared to look at this. Not sure what has happened to this man, but I feel anger radiating from it",,This guy participated in an activity to help his commnity
1626,I feel horrified it looks like he was attacked. This is scary,violence is never the answer it could kill you,,I feel horrified it looks like he was attacked. This is scary,,violence is never the answer it could kill you
1627,This is scary and this person looks like they were just shot or stabbed. I sense fear and anger.,This man survived a scary encounter and is,,This is scary and this person looks like they were just shot or stabbed. I sense fear and anger.,,This man survived a scary encounter and is
1628,such a violent scene,He is alive. He has survived a scary experience. He is grateful to live.,,such a violent scene,,He is alive. He has survived a scary experience. He is grateful to live.
1629,Looks like a serious injury,Man was in a bloody fight but managed to walk away with his lifew.,,Looks like a serious injury,,Man was in a bloody fight but managed to walk away with his lifew.
1630,Scared and upset for this guy-- he is clearly angry,"I'm excited. They attacked this guy, but they didn't defeat him. He s",,Scared and upset for this guy-- he is clearly angry,,"I'm excited. They attacked this guy, but they didn't defeat him. He s"
1631,Looks like he was in a fight.,The person is on their feet they are not that hurt. Head wounds ble,,Looks like he was in a fight.,,The person is on their feet they are not that hurt. Head wounds ble
1632,Awful scene that makes me feel scared for this person.,one person is seriously injured by an accident,,Awful scene that makes me feel scared for this person.,,one person is seriously injured by an accident
1633,a man who was attacked/in a fight,"Bloodied up but still standing, he'll probably be okay.",,a man who was attacked/in a fight,,"Bloodied up but still standing, he'll probably be okay."
1634,This man must be in pain. Looks like a movie scene. Hopefully he will be ok.,Anger concern okay pain,,This man must be in pain. Looks like a movie scene. Hopefully he will be ok.,,Anger concern okay pain
1635,"That looks bad, it seems painful.","This is a great religious tradition, and something that is part of a movie scene.",,"That looks bad, it seems painful.",,"This is a great religious tradition, and something that is part of a movie scene."
1636,Something terrible must have just happened where he is at. He is hurt and in shock and needs to find someone to help him.,Despite the injuries he is still standing.,,Something terrible must have just happened where he is at. He is hurt and in shock and needs to find someone to help him.,,Despite the injuries he is still standing.
1637,Very shocking to see such a scene. His shock or anger is scary.,HE is at a halloween haunted house and is one of the actors.,,Very shocking to see such a scene. His shock or anger is scary.,,HE is at a halloween haunted house and is one of the actors.
